Timestamp,What is your current graduation year?,How would you describe your race and ethnicity? Check all that apply.,What is your intended concentration area(s)?,How would you describe your gender identity? Check all that apply.,Do you identify as LGBTQ+?,"Overall, how would you describe your political views relative to those of your parents? ",Have you ever been evaluated by Brown EMS (Emergency Medical Services)? Select all that apply.,How old was your mother when she had you? Enter -1 if unsure.,Were you allowed to watch SpongeBob SquarePants as a kid?,How did you meet your most recent significant other? Pick the option that best applies.,What percentage of Brown students do you think come from a family in the top 1% of household incomes?,"What is the minimum salary you would require to work in a role that directly conflicts with your morals? 

Enter -1 if you would not do this for any amount of money.",Which of the following substances have you used recreationally in the past six months?,Do you change with your blinds open?,Column 1,Column 2
3/6/2025 12:46:27,2028,Black,Physical Sciences,Man,No,Unsure,No,26,Yes,Mutual friends/met as friends,0,1000,None,No,,
3/4/2025 11:28:15,2027,White,Life Sciences,Woman,No,My views are similar to those of my parents,No,30,Unsure,High school,3,10000,Prefer not to answer,"Yes, but I don't think people can see me",,
3/7/2025 13:17:10,2028,White,Physical Sciences,Non-binary,Yes,My views are much more liberal,No,32,Yes,Dating app,20,35000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/6/2025 14:18:48,2027,Asian,"Humanities/ Arts, Physical Sciences",Woman,No,My views are much more liberal,No,33,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",7,70000,Alcohol,No,,
3/7/2025 11:02:57,2028,White,Physical Sciences,Man,No,My views are much more conservative,No,23,Yes,Dating app,50,75000,"LSD/Acid, Marijuana",No,,
3/4/2025 15:46:18,2025,Asian,"Physical Sciences, Social Sciences",Woman,No,My views are much more liberal,No,30,Yes,I have not had a significant other,30,80000,Alcohol,No,,
3/7/2025 11:54:31,2028,Asian,"Humanities/ Arts, Physical Sciences",Woman,Yes,Unsure,No,30,Yes,I have not had a significant other,60,80000,Alcohol,"Yes, and I do think people can see me",,
3/6/2025 14:33:33,2025.5,Asian,Physical Sciences,Man,No,My views are somewhat more conservative,"Yes, for a different reason",28,Yes,Mutual friends/met as friends,85,90000,Alcohol,No,,
3/4/2025 11:53:42,2028,Asian,Social Sciences,Man,Yes,My views are much more liberal,No,36,Yes,Dorm,60,100000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 11:57:19,2027,White,Physical Sciences,Man,No,My views are similar to those of my parents,No,34,No,I have not had a significant other,10,100000,Alcohol,No,,
3/4/2025 12:09:15,2025,"Hispanic or Latino, White","Life Sciences, Social Sciences",Woman,Yes,My views are much more liberal,"Yes, for an incident involving drugs and/or alcohol",28,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",30,100000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/4/2025 12:15:45,2027,Asian,Social Sciences,Man,No,My views are similar to those of my parents,No,29,Yes,I have not had a significant other,16,100000,Alcohol,No,,
3/4/2025 12:19:39,2026,White,Physical Sciences,Man,No,My views are somewhat more liberal,"Yes, for an incident involving drugs and/or alcohol",30,Yes,Party/social event,50,100000,None of the above,"Yes, and I do think people can see me",,
3/4/2025 12:23:22,2028,Hispanic or Latino,Physical Sciences,Man,No,My views are similar to those of my parents,No,26,Yes,High school,25,100000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 12:29:48,2028,White,Social Sciences,Man,No,My views are somewhat more liberal,No,39,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",10,100000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/4/2025 12:50:30,2025,"Hispanic or Latino, White",Humanities/ Arts,Woman,Yes,My views are somewhat more liberal,No,26,Yes,Mutual friends/met as friends,20,100000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 14:18:22,2025,Asian,Physical Sciences,Man,No,My views are much more liberal,"Yes, for an incident involving drugs and/or alcohol",30,Yes,Dating app,15,100000,"Alcohol, Marijuana, Nicotine",No,,
3/4/2025 15:44:50,2028,Asian,Physical Sciences,Man,No,My views are somewhat more conservative,No,-1,Yes,Mutual friends/met as friends,15,100000,Alcohol,No,,
3/6/2025 11:50:43,2028,Asian,Social Sciences,Man,No,My views are similar to those of my parents,No,35,Yes,I have not had a significant other,12,100000,Alcohol,"Yes, but I don't think people can see me",,
3/6/2025 12:19:30,2026,Asian,Physical Sciences,Woman,Yes,My views are somewhat more liberal,"Yes, for an incident involving drugs and/or alcohol",30,Yes,Dorm,23,100000,"Alcohol, Cocaine, Ketamine, Marijuana, Nicotine, Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me",,
3/6/2025 13:37:27,2028,Hispanic or Latino,Life Sciences,Man,Yes,My views are similar to those of my parents,No,-1,No,I have not had a significant other,15,100000,Alcohol,No,,
3/6/2025 14:29:52,2026,White,Humanities/ Arts,Man,No,My views are somewhat more liberal,No,30,Yes,Party/social event,30,100000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/6/2025 15:11:44,2025,Middle Eastern or North African,Social Sciences,Man,No,My views are similar to those of my parents,No,31,Yes,Mutual friends/met as friends,50,100000,"Alcohol, Marijuana, Nicotine",No,,
3/7/2025 11:52:22,2028,"Asian, White",Physical Sciences,Man,No,My views are similar to those of my parents,No,37,No,"Extracurricular activities (athletics, clubs, other campus organizations)",50,100000,None of the above,"Yes, but I don't think people can see me",,
3/7/2025 12:13:31,2025,Black,Social Sciences,Man,Yes,My views are much more liberal,No,30,Yes,Dating app,19,100000,"Alcohol, Cocaine, LSD/Acid, Marijuana, MDMA (Ecstasy/Molly), Nicotine, Psilocybin (Psychedelic mushrooms), Unprescribed use of prescription stimulants (Adderall)","Yes, and I do think people can see me",,
3/7/2025 12:20:38,2027,"Black, White",Physical Sciences,Man,No,My views are somewhat more conservative,No,30,Yes,I have not had a significant other,20,100000,None of the above,"Yes, but I don't think people can see me",,
3/7/2025 12:37:13,2026,White,Physical Sciences,Man,No,My views are somewhat more liberal,No,33,Unsure,"Extracurricular activities (athletics, clubs, other campus organizations)",10,100000,Alcohol,"Yes, but I don't think people can see me",,
3/7/2025 14:09:24,2025,White,Humanities/ Arts,"Woman, Non-binary",Yes,My views are much more liberal,"Yes, for an incident involving drugs and/or alcohol, Yes, for a different reason",40,Yes,Party/social event,10,100000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 14:43:18,2027,Hispanic or Latino,Physical Sciences,Woman,Yes,My views are somewhat more liberal,"Yes, for an incident involving drugs and/or alcohol",39,Yes,Party/social event,50,100000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/7/2025 15:45:43,2028,Asian,"Humanities/ Arts, Physical Sciences",Woman,Yes,My views are somewhat more liberal,No,29,No,"Extracurricular activities (athletics, clubs, other campus organizations)",55,100000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 12:45:13,2026,White,Physical Sciences,Man,No,My views are somewhat more liberal,No,27,No,Mutual friends/met as friends,70,120000,"Alcohol, Ketamine, Marijuana, Nicotine, Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me",,
3/4/2025 13:16:28,2025,"Asian, Hispanic or Latino","Humanities/ Arts, Physical Sciences",Woman,Yes,My views are somewhat more liberal,No,26,Yes,Mutual friends/met as friends,35,120000,"Alcohol, Marijuana",No,,
3/4/2025 14:26:41,2026,Asian,Physical Sciences,Man,No,My views are somewhat more liberal,No,30,Yes,High school,22,120000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 15:27:35,2027,Asian,"Humanities/ Arts, Social Sciences",Man,No,My views are similar to those of my parents,No,-1,Yes,I have not had a significant other,17,120000,"Alcohol, Marijuana",No,,
3/7/2025 13:56:05,2025,White,"Humanities/ Arts, Physical Sciences",Man,No,My views are somewhat more liberal,No,34,No,Mutual friends/met as friends,40,120000,"Alcohol, Marijuana",No,,
3/7/2025 14:07:53,2027,White,"Physical Sciences, Social Sciences",Man,No,My views are similar to those of my parents,No,32,Yes,Class,43,120000,"Alcohol, Marijuana, Psilocybin (Psychedelic mushrooms)","Yes, and I do think people can see me",,
3/4/2025 11:30:42,2025,White,"Physical Sciences, Social Sciences",Man,No,My views are somewhat more liberal,No,36,Yes,High school,50,150000,None of the above,No,,
3/4/2025 11:43:07,2025,White,Humanities/ Arts,Woman,No,My views are somewhat more liberal,No,34,Yes,Mutual friends/met as friends,60,150000,"Alcohol, Inhalants (Poppers/Whip-its), Marijuana","Yes, but I don't think people can see me",,
3/4/2025 12:29:49,2028,"Asian, White",Social Sciences,Man,No,My views are somewhat more liberal,No,-1,Yes,Mutual friends/met as friends,40,150000,"Alcohol, Marijuana",No,,
3/4/2025 12:53:13,2025,White,"Humanities/ Arts, Social Sciences",Man,No,My views are much more conservative,No,29,Yes,Mutual friends/met as friends,40,150000,"Alcohol, Marijuana",No,,
3/4/2025 15:37:07,2027,Middle Eastern or North African,Physical Sciences,Woman,No,My views are somewhat more liberal,No,-1,No,Mutual friends/met as friends,40,150000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 17:09:23,2028,Asian,Physical Sciences,Woman,No,My views are somewhat more liberal,No,33,No,Party/social event,40,150000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 10:15:02,2026,"Hispanic or Latino, Native American or Alaska Native",Life Sciences,Man,Yes,My views are much more liberal,"Yes, for a different reason",36,Yes,Dating app,5,150000,"Alcohol, Marijuana, Nicotine",No,,
3/6/2025 11:53:29,2027,White,Physical Sciences,Man,No,My views are much more liberal,"Yes, for a different reason",45,No,I have not had a significant other,25,150000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 12:32:52,2025,"Black, White",Social Sciences,Woman,No,My views are somewhat more liberal,"Yes, for a different reason",-1,Yes,at a bar,17,150000,"Alcohol, Inhalants (Poppers/Whip-its)","Yes, and I do think people can see me",,
3/6/2025 12:52:53,2028,Asian,Physical Sciences,Woman,No,My views are similar to those of my parents,No,35,Yes,I have not had a significant other,30,150000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 13:08:21,2027,White,Physical Sciences,Woman,No,My views are similar to those of my parents,No,35,Yes,Mutual friends/met as friends,10,150000,Alcohol,"Yes, but I don't think people can see me",,
3/6/2025 16:00:28,2028,Asian,"Humanities/ Arts, Physical Sciences",Man,Yes,My views are much more liberal,No,40,Yes,Prefer not to answer,10,150000,None of the above,"Yes, but I don't think people can see me",,
3/6/2025 16:00:58,2027,Asian,"Physical Sciences, Social Sciences",Man,No,My views are similar to those of my parents,No,30,Unsure,I have not had a significant other,30,150000,None of the above,No,,
3/7/2025 11:53:52,2028,Asian,"Physical Sciences, Social Sciences",Man,No,My views are similar to those of my parents,No,41,Yes,I have not had a significant other,30,150000,"Alcohol, Marijuana",No,,
3/7/2025 12:11:19,2028,"Middle Eastern or North African, White",Social Sciences,Woman,Yes,My views are somewhat more liberal,No,31,Yes,Party/social event,15,150000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/7/2025 14:10:53,2025,Asian,Physical Sciences,Man,No,My views are much more conservative,No,35,Yes,Dating app,33,150000,"Alcohol, Marijuana",No,,
3/7/2025 14:22:20,2028,Asian,"Humanities/ Arts, Physical Sciences",Man,No,My views are somewhat more conservative,No,37,Yes,Class,40,150000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 14:34:47,2028,Asian,Social Sciences,Woman,No,Unsure,No,25,Yes,Dorm,20,150000,Alcohol,"Yes, but I don't think people can see me",,
3/7/2025 14:58:57,2028,White,Physical Sciences,Woman,No,My views are somewhat more liberal,No,22,Yes,I have not had a significant other,50,150000,None of the above,"Yes, but I don't think people can see me",,
3/7/2025 12:08:50,2028,Asian,Social Sciences,Woman,No,My views are much more liberal,No,30,Yes,Mutual friends/met as friends,5,150009,Alcohol,"Yes, but I don't think people can see me",,
3/6/2025 13:29:04,2025,"Asian, White","Humanities/ Arts, Social Sciences",Woman,No,My views are much more liberal,No,30,No,I have not had a significant other,30,170000,None of the above,No,,
3/4/2025 15:36:59,2027,Middle Eastern or North African,"Physical Sciences, Social Sciences",Man,No,My views are similar to those of my parents,No,30,Yes,Class,30,180000,None of the above,"Yes, but I don't think people can see me",,
3/4/2025 11:21:51,2025.5,Asian,Humanities/ Arts,Non-binary,Yes,My views are much more liberal,"Yes, for an incident involving drugs and/or alcohol, Yes, for a different reason",26,Yes,Dating app,7,200000,"Alcohol, Marijuana",No,,
3/4/2025 11:23:46,2025,White,Social Sciences,Woman,Unsure,My views are somewhat more liberal,No,35,Yes,I have not had a significant other,20,200000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/4/2025 11:46:57,2028,Asian,"Humanities/ Arts, Life Sciences, Social Sciences",Woman,No,My views are somewhat more liberal,No,33,No,High school,33,200000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 12:37:50,2026,"Asian, White",Physical Sciences,Woman,No,My views are similar to those of my parents,"Yes, for a different reason",36,Yes,Class,40,200000,None of the above,"Yes, but I don't think people can see me",,
3/4/2025 12:55:20,2025,White,Physical Sciences,Woman,Yes,My views are somewhat more liberal,"Yes, for an incident involving drugs and/or alcohol",-1,No,Mutual friends/met as friends,50,200000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/4/2025 13:13:48,2025,Asian,Social Sciences,Woman,No,My views are somewhat more liberal,No,30,Yes,Mutual friends/met as friends,10,200000,Alcohol,No,,
3/4/2025 13:33:29,2027,White,Physical Sciences,Man,Yes,My views are somewhat more conservative,No,32,No,Mutual friends/met as friends,35,200000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/4/2025 14:08:00,2028,"Asian, White","Life Sciences, Social Sciences",Woman,Yes,My views are much more liberal,No,35,Yes,Class,10,200000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 14:25:14,2028,White,"Humanities/ Arts, Social Sciences",Man,No,My views are somewhat more liberal,No,35,Yes,Mutual friends/met as friends,20,200000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 15:16:05,2027,White,Physical Sciences,Man,No,My views are similar to those of my parents,No,36,Yes,Mutual friends/met as friends,20,200000,"Alcohol, Marijuana, Nicotine",No,,
3/4/2025 15:55:51,2026,"Hispanic or Latino, White",Social Sciences,Woman,No,My views are similar to those of my parents,"Yes, for a different reason",34,No,Mutual friends/met as friends,40,200000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/6/2025 11:19:37,2028,"Asian, White","Humanities/ Arts, Social Sciences",Man,No,My views are much more liberal,No,39,No,I have not had a significant other,25,200000,None of the above,"Yes, and I do think people can see me",,
3/6/2025 11:20:03,2027,Black,Physical Sciences,Man,No,My views are similar to those of my parents,No,33,Yes,Class,35,200000,Alcohol,"Yes, but I don't think people can see me",,
3/6/2025 11:50:21,2028,"Hispanic or Latino, White","Life Sciences, Social Sciences",Woman,Yes,My views are much more liberal,No,28,Yes,High school,20,200000,None of the above,"Yes, but I don't think people can see me",,
3/6/2025 11:52:43,2028,"Middle Eastern or North African, White","Humanities/ Arts, Social Sciences",Man,No,My views are similar to those of my parents,No,34,Yes,High school,20,200000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 11:55:23,2028,White,Social Sciences,Woman,No,My views are much more liberal,No,42,Yes,I have not had a significant other,40,200000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 12:55:20,2028,Asian,Physical Sciences,Man,No,My views are much more liberal,No,31,Yes,High school,20,200000,None of the above,"Yes, but I don't think people can see me",,
3/6/2025 12:58:41,2025,White,Life Sciences,Woman,No,My views are similar to those of my parents,No,30,Yes,Dating app,40,200000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 13:02:24,2027,White,"Physical Sciences, Social Sciences",Man,Prefer not to answer,My views are similar to those of my parents,No,41,No,I have not had a significant other,48,200000,Alcohol,"Yes, but I don't think people can see me",,
3/6/2025 13:05:01,2028,Asian,"Humanities/ Arts, Social Sciences",Man,Yes,My views are somewhat more liberal,No,30,Yes,I have not had a significant other,28,200000,Alcohol,"Yes, but I don't think people can see me",,
3/6/2025 13:15:58,2025.5,White,"Humanities/ Arts, Social Sciences",Man,No,My views are somewhat more liberal,No,36,Yes,I have not had a significant other,70,200000,"Alcohol, Marijuana",No,,
3/6/2025 13:56:35,2025,Black,"Humanities/ Arts, Social Sciences",Woman,Yes,My views are similar to those of my parents,"Yes, for a different reason",24,No,Mutual friends/met as friends,25,200000,"Alcohol, Marijuana, Nicotine",No,,
3/6/2025 14:27:21,2027,"Asian, Hispanic or Latino, White",Physical Sciences,Man,No,My views are somewhat more conservative,No,35,Yes,I have not had a significant other,20,200000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/6/2025 14:40:00,2025,White,Physical Sciences,Man,No,My views are similar to those of my parents,"Yes, for a different reason",30,No,"Extracurricular activities (athletics, clubs, other campus organizations)",18,200000,Alcohol,No,,
3/6/2025 15:04:30,2028,White,Physical Sciences,"Woman, Non-binary",Yes,My views are somewhat more liberal,No,35,Yes,I have not had a significant other,8,200000,None of the above,"Yes, but I don't think people can see me",,
3/6/2025 15:26:22,2027,"Native American or Alaska Native, White",Life Sciences,Woman,Yes,My views are much more liberal,"Yes, for a different reason",19,No,Class,30,200000,None of the above,No,,
3/6/2025 15:58:29,2027,Asian,Humanities/ Arts,Man,Yes,My views are somewhat more liberal,No,32,Yes,Mutual friends/met as friends,5,200000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/7/2025 10:59:55,2028,Hispanic or Latino,"Humanities/ Arts, Social Sciences",Man,No,My views are somewhat more liberal,No,30,Yes,I have not had a significant other,27,200000,None of the above,No,,
3/7/2025 11:44:06,2027.5,White,Social Sciences,Man,No,My views are similar to those of my parents,No,37,Yes,Class,20,200000,Alcohol,No,,
3/7/2025 11:59:32,2025,Asian,Social Sciences,Woman,No,My views are somewhat more liberal,No,38,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",30,200000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 13:33:57,2025,Asian,"Humanities/ Arts, Life Sciences",Woman,Yes,My parents have significantly different political views from each other,No,27,No,Mutual friends/met as friends,30,200000,Alcohol,No,,
3/7/2025 13:38:26,2027,Hispanic or Latino,Life Sciences,Man,Yes,My views are somewhat more liberal,No,35,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",20,200000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/7/2025 13:43:21,2026,White,Physical Sciences,Man,Yes,My views are somewhat more liberal,No,28,Yes,Social media,50,200000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/7/2025 13:52:48,2028,"Black, Hispanic or Latino",Physical Sciences,Woman,Yes,My views are similar to those of my parents,No,18,Yes,Dorm,30,200000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 13:57:28,2028,Prefer not to answer,Humanities/ Arts,Woman,No,My views are much more liberal,No,36,No,I have not had a significant other,35,200000,Alcohol,No,,
3/7/2025 14:40:37,2028,White,"Humanities/ Arts, Physical Sciences",Man,Unsure,My views are similar to those of my parents,No,35,Yes,High school,5,200000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 14:44:31,2025,Asian,Physical Sciences,Woman,No,My views are somewhat more liberal,No,23,Yes,Class,20,200000,Alcohol,"Yes, and I do think people can see me",,
3/6/2025 14:04:28,2027,White,Physical Sciences,Man,Yes,My views are similar to those of my parents,"Yes, for an incident involving drugs and/or alcohol",36,Yes,I have not had a significant other,15,220000,"Alcohol, Cocaine, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/7/2025 11:56:57,2028,Asian,Physical Sciences,Man,No,My views are similar to those of my parents,No,30,Yes,High school,19,220000,Alcohol,"Yes, but I don't think people can see me",,
3/7/2025 11:03:07,2026,White,"Humanities/ Arts, Social Sciences",Non-binary,Yes,My views are much more liberal,No,-1,No,High school,44,240000,None of the above,No,,
3/4/2025 11:24:17,2025,Asian,Life Sciences,Woman,Yes,My views are somewhat more liberal,No,34,No,I have not had a significant other,18,250000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 11:40:32,2025,Asian,"Humanities/ Arts, Physical Sciences",Man,No,My views are much more liberal,No,30,Yes,High school,30,250000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 11:56:32,2027,White,"Humanities/ Arts, Life Sciences",Man,No,My views are similar to those of my parents,No,32,Yes,I have not had a significant other,28,250000,None of the above,No,,
3/4/2025 12:34:31,2028,"Black, Hispanic or Latino",Social Sciences,Woman,No,My views are somewhat more liberal,No,21,No,High school,34,250000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 12:36:50,2028,"Asian, White","Humanities/ Arts, Social Sciences",Woman,Yes,My views are much more liberal,No,31,No,Social media,30,250000,"Alcohol, Nicotine","Yes, but I don't think people can see me",,
3/4/2025 12:55:24,2025,White,"Physical Sciences, Social Sciences",Man,No,My views are somewhat more liberal,No,38,No,Mutual friends/met as friends,20,250000,Alcohol,No,,
3/4/2025 13:12:41,2028,White,Social Sciences,Man,No,My views are somewhat more liberal,No,38,Yes,Class,20,250000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 15:00:49,2027,Black,Physical Sciences,Man,No,My views are somewhat more conservative,"Yes, for a different reason",20,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",20,250000,"Alcohol, Marijuana, Nicotine, Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me",,
3/6/2025 12:01:31,2026,Asian,Social Sciences,Man,No,My views are somewhat more liberal,No,32,Unsure,museum ,40,250000,"Alcohol, Marijuana, Nicotine",No,,
3/6/2025 12:12:43,2025.5,Black,"Humanities/ Arts, Life Sciences",Woman,Yes,My views are somewhat more liberal,No,38,No,I have not had a significant other,35,250000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 12:42:16,2028,White,Physical Sciences,Man,No,My views are much more liberal,No,30,Yes,I have not had a significant other,20,250000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 12:47:28,2027,White,"Life Sciences, Physical Sciences",Woman,Yes,My views are much more liberal,No,32,No,I have not had a significant other,10,250000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 12:56:42,2025,White,Physical Sciences,Man,No,My views are somewhat more conservative,No,36,No,High school,15,250000,Alcohol,Prefer not to answer,,
3/6/2025 14:21:37,2028,Asian,Physical Sciences,Man,No,My views are somewhat more liberal,No,21,Yes,High school,25,250000,None of the above,No,,
3/6/2025 15:41:33,2027,"Asian, White","Humanities/ Arts, Social Sciences",Woman,Yes,My views are somewhat more liberal,No,42,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",20,250000,"Alcohol, Marijuana, Nicotine","Yes, and I do think people can see me",,
3/6/2025 15:44:16,2028,Asian,Physical Sciences,Woman,No,My views are somewhat more liberal,No,31,No,Party/social event,25,250000,Alcohol,"Yes, and I do think people can see me",,
3/6/2025 15:48:55,2028,Asian,"Humanities/ Arts, Social Sciences",Woman,Yes,My views are much more liberal,No,31,Yes,I have not had a significant other,37,250000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 15:54:42,2027,Asian,Social Sciences,Woman,No,My views are much more conservative,No,31,No,Mutual friends/met as friends,70,250000,"Alcohol, Inhalants (Poppers/Whip-its), Marijuana, Unprescribed use of prescription stimulants (Adderall)","Yes, but I don't think people can see me",,
3/6/2025 15:58:03,2025,White,"Physical Sciences, Social Sciences",Woman,Yes,My views are much more liberal,"Yes, for a different reason",33,No,I have not had a significant other,60,250000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 10:37:52,2027,Hispanic or Latino,Humanities/ Arts,Woman,No,My views are somewhat more liberal,No,39,Yes,Party/social event,60,250000,"Alcohol, Marijuana, Nicotine, Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me",,
3/7/2025 10:55:01,2027,Middle Eastern or North African,Physical Sciences,Man,Yes,My views are somewhat more liberal,"Yes, for an incident involving drugs and/or alcohol, Yes, for a different reason",34,Yes,Dorm,18,250000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/7/2025 10:56:12,2028,Asian,Physical Sciences,Man,No,My views are somewhat more liberal,No,30,Yes,Class,50,250000,Alcohol,"Yes, but I don't think people can see me",,
3/7/2025 11:39:28,2026,"Middle Eastern or North African, White",Physical Sciences,Man,No,My views are somewhat more liberal,No,31,Yes,Mutual friends/met as friends,40,250000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/7/2025 11:58:17,2027,White,Life Sciences,Man,No,My views are somewhat more liberal,No,33,Yes,Class,17,250000,Alcohol,"Yes, but I don't think people can see me",,
3/7/2025 12:09:33,2028,White,Social Sciences,Woman,Unsure,My views are somewhat more liberal,No,39,No,Class,30,250000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 13:53:57,2026,White,Physical Sciences,Man,No,My views are much more liberal,No,30,Yes,High school,28,250000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 14:38:24,2025,White,Physical Sciences,Man,Yes,My views are somewhat more liberal,No,38,Yes,I have not had a significant other,25,250000,Alcohol,"Yes, but I don't think people can see me",,
3/7/2025 15:20:16,2025,Asian,Social Sciences,Woman,No,My views are somewhat more conservative,No,20,Yes,Mutual friends/met as friends,10,250000,None of the above,No,,
3/7/2025 15:28:59,2025,White,Social Sciences,Man,Yes,My views are similar to those of my parents,No,32,Yes,Mutual friends/met as friends,15,250000,Alcohol,No,,
3/7/2025 15:51:19,2028,"Asian, Black, White, Prefer not to answer","Physical Sciences, Social Sciences","Man, Non-binary",Yes,My parents have significantly different political views from each other,"Yes, for an incident involving drugs and/or alcohol",18,Yes,Social media,25,250000,"Alcohol, Inhalants (Poppers/Whip-its), Marijuana","Yes, but I don't think people can see me",,
3/4/2025 11:35:48,2027,Hispanic or Latino,Physical Sciences,Woman,No,My views are similar to those of my parents,No,30,Yes,High school,30,300000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 11:37:43,2026,White,Life Sciences,Man,No,My views are somewhat more conservative,No,38,Yes,I have not had a significant other,10,300000,Alcohol,No,,
3/4/2025 11:56:19,2027,White,Social Sciences,Woman,Yes,Unsure,"Yes, for an incident involving drugs and/or alcohol",30,Yes,I have not had a significant other,20,300000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 12:11:45,2027,Asian,"Humanities/ Arts, Life Sciences",Woman,No,My views are somewhat more liberal,No,35,Yes,Party/social event,20,300000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/4/2025 12:34:36,2028,White,Social Sciences,Woman,No,My parents have significantly different political views from each other,No,26,Yes,Social media,65,300000,"Alcohol, Nicotine","Yes, but I don't think people can see me",,
3/4/2025 13:05:33,2027,Black,Physical Sciences,Man,No,Unsure,No,31,Yes,I have not had a significant other,15,300000,Alcohol,No,,
3/4/2025 13:15:26,2026,White,Physical Sciences,Woman,No,My parents have significantly different political views from each other,No,31,Yes,Mutual friends/met as friends,15,300000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/4/2025 14:33:34,2025,White,Social Sciences,Man,No,My views are somewhat more liberal,No,41,Yes,Dorm,30,300000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 14:49:50,2027,Middle Eastern or North African,Physical Sciences,Man,No,My views are much more liberal,No,-1,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",30,300000,"Alcohol, Marijuana, Nicotine",No,,
3/4/2025 15:09:59,2026,White,Physical Sciences,Woman,Yes,My views are much more liberal,No,44,Yes,I have not had a significant other,3,300000,"Alcohol, Marijuana, Nicotine",No,,
