Timestamp,What is your current graduation year?,What is your (intended) concentration area(s)?,How would you describe your gender identity? Check all that apply.,Which of the following do you consider yourself to be?,How would you describe your race and ethnicity? Check all that apply.,Do you participate in athletics at Brown? Select all that apply.,How would you describe your political views?,Would you drop out of Brown for a million dollars? (You cannot enroll elsewhere),To what extent do you agree with the following statement: Our country needs to reduce political correctness and cancel culture.,Which would you rather have guaranteed after college?,Have you ever ended a friendship over a difference in political opinion?,Do you consider yourself neurodivergent?,How serious a problem do you think illegal immigration is for the United States right now?,To what extent do you agree with the following statement: I feel satisfied with my social experience at Brown.,Would you rather die now or live forever?
11/19/2024 15:58:18,2028,"Social Sciences (including economics, CLPS)","Woman, Questioning",Bisexual,"Asian, Hispanic or Latino","Yes, club athletics",Very liberal,Yes,Strongly disagree,Dream job,No,Unsure,Not too serious,Somewhat agree,Die now
11/19/2024 15:59:17,2025,"Social Sciences (including economics, CLPS)",Woman,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,No,Yes,Not too serious,Strongly agree,Die now
11/19/2024 15:59:33,2025,Life Sciences,Woman,Bisexual,Native Hawaiian or Pacific Islander,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,Unsure,Yes,Not at all serious,Somewhat agree,Die now
11/19/2024 15:59:44,2025,"Social Sciences (including economics, CLPS)",Woman,Straight,White,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Dream job,No,Unsure,Not too serious,Strongly agree,Die now
11/19/2024 16:00:02,2027,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Bisexual,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat disagree,Dream job,Yes,Yes,Not too serious,Somewhat disagree,Live forever
11/19/2024 16:00:02,2027,Humanities/Arts,Man,Questioning,"Black, Hispanic or Latino, White","No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,Yes,Not too serious,Somewhat agree,Live forever
11/19/2024 16:00:43,2025,"Physical Sciences (including math, computer science)",Man,Bisexual,Hispanic or Latino,"No, I do not participate in varsity or club athletics",Very liberal,Yes,Somewhat disagree,Dream job,Yes,No,Not at all serious,Somewhat agree,Live forever
11/19/2024 16:01:12,2026,"Humanities/Arts, Physical Sciences (including math, computer science)",Man,Straight,"Asian, White","No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Live forever
11/19/2024 16:01:12,2028,"Physical Sciences (including math, computer science)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat disagree,Dream job,Unsure,No,Not too serious,Somewhat agree,Die now
11/19/2024 16:01:53,2028,"Humanities/Arts, Physical Sciences (including math, computer science)",Woman,Bisexual,Asian,"Yes, club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Somewhat serious,Strongly agree,Live forever
11/19/2024 16:02:21,2028,"Social Sciences (including economics, CLPS)",Woman,Questioning,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly agree,Ideal romantic partner,No,No,Somewhat serious,Somewhat agree,Prefer not to answer
11/19/2024 16:02:46,2025,Humanities/Arts,Woman,Bisexual,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Ideal romantic partner,Yes,Unsure,Not at all serious,Somewhat agree,Live forever
11/19/2024 16:03:50,2026,"Physical Sciences (including math, computer science)",Man,Straight,White,"Yes, club athletics",Liberal,Yes,Somewhat agree,Ideal romantic partner,No,No,Not too serious,Somewhat agree,Live forever
11/20/2024 10:06:36,2027,"Physical Sciences (including math, computer science)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Dream job,No,Unsure,Somewhat serious,Somewhat agree,Die now
11/20/2024 10:08:20,2028,"Physical Sciences (including math, computer science)",Man,Straight,Asian,"Yes, club athletics",Liberal,No,Somewhat disagree,Ideal romantic partner,Unsure,No,Not at all serious,Somewhat agree,Die now
11/20/2024 10:09:20,2026,Humanities/Arts,Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly disagree,Ideal romantic partner,Yes,No,Not at all serious,Somewhat agree,Die now
11/20/2024 10:09:42,2028,Life Sciences,Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly agree,Dream job,No,No,Somewhat serious,Somewhat agree,Die now
11/20/2024 10:10:44,2027,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Woman,Straight,"Hispanic or Latino, White","No, I do not participate in varsity or club athletics",Liberal,No,Strongly agree,Ideal romantic partner,No,No,Somewhat serious,Somewhat disagree,Live forever
11/20/2024 10:12:47,2027,Humanities/Arts,Woman,Lesbian,"Black, Hispanic or Latino","No, I do not participate in varsity or club athletics",Very liberal,Yes,Somewhat agree,Ideal romantic partner,No,Yes,Not too serious,Strongly agree,Live forever
11/20/2024 10:14:42,2028,"Social Sciences (including economics, CLPS)",Man,Straight,White,"Yes, varsity athletics",Moderate,Yes,Somewhat agree,Dream job,No,Unsure,Somewhat serious,Somewhat agree,Live forever
11/20/2024 10:15:07,2025,"Physical Sciences (including math, computer science)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Moderate,Yes,Somewhat disagree,Dream job,No,No,Not too serious,Somewhat disagree,Live forever
11/20/2024 10:16:38,2026,Humanities/Arts,Woman,"Straight, Questioning",Asian,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,Yes,Unsure,Not too serious,Strongly agree,Die now
11/20/2024 10:16:45,2028,Prefer not to answer,Woman,"Lesbian, Asexual, Queer, Other LGBTQ+",White,"No, I do not participate in varsity or club athletics",Very liberal,Yes,Somewhat agree,Dream job,No,Yes,Not too serious,Strongly agree,Die now
11/20/2024 10:18:24,2026,Life Sciences,Man,Straight,"Asian, White","No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Dream job,Yes,Prefer not to answer,Very serious,Somewhat agree,Live forever
11/20/2024 10:18:46,2028,Life Sciences,Woman,"Asexual, Queer",Asian,"Yes, club athletics",Very liberal,No,Somewhat agree,Dream job,Unsure,Unsure,Not too serious,Strongly agree,
11/20/2024 10:23:28,2028,Humanities/Arts,Non-binary,Asexual,White,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly agree,Dream job,No,Yes,Not too serious,Somewhat agree,Live forever
11/20/2024 10:23:57,2028,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Woman,Straight,White,"No, I do not participate in varsity or club athletics",Very liberal,Yes,Somewhat disagree,Dream job,Yes,No,Not too serious,Strongly agree,Live forever
11/20/2024 10:24:42,2028,"Life Sciences, Physical Sciences (including math, computer science)",Woman,Bisexual,"Asian, Black, White","No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,Unsure,No,Not at all serious,Strongly agree,Die now
11/20/2024 10:25:44,2026.5,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Woman,Prefer not to answer,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Dream job,No,No,Somewhat serious,Strongly disagree,Die now
11/20/2024 10:26:56,2027,"Life Sciences, Physical Sciences (including math, computer science)",Woman,Bisexual,White,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly disagree,Dream job,No,No,Somewhat serious,Somewhat agree,Die now
11/20/2024 10:28:01,2028,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Straight,Hispanic or Latino,"Yes, varsity athletics",Moderate,No,Strongly agree,Dream job,No,No,Very serious,Strongly agree,Live forever
11/20/2024 10:28:51,2027,Life Sciences,Woman,Bisexual,White,"No, I do not participate in varsity or club athletics",Liberal,Prefer not to answer,Somewhat agree,Ideal romantic partner,Unsure,Unsure,Somewhat serious,Somewhat agree,Die now
11/20/2024 10:30:17,2026,"Physical Sciences (including math, computer science)",Man,Prefer not to answer,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,Unsure,Yes,Not at all serious,Somewhat agree,Live forever
11/20/2024 10:32:06,2025,"Social Sciences (including economics, CLPS)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Dream job,No,No,Somewhat serious,Strongly agree,Live forever
11/20/2024 10:32:54,2025,"Social Sciences (including economics, CLPS)",Man,Bisexual,Hispanic or Latino,Prefer not to answer,Very liberal,Yes,Somewhat disagree,Dream job,No,No,Not at all serious,Somewhat agree,Die now
11/20/2024 10:38:27,2028,"Humanities/Arts, Physical Sciences (including math, computer science)",Woman,"Bisexual, Queer","Asian, Black, White","No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,Yes,Somewhat serious,Somewhat agree,Die now
11/20/2024 10:38:34,2028,"Physical Sciences (including math, computer science)",Man,Straight,White,"Yes, club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Strongly agree,Die now
11/20/2024 10:39:14,2026,"Physical Sciences (including math, computer science)",Man,Questioning,Hispanic or Latino,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly disagree,Dream job,Unsure,Unsure,Not too serious,Somewhat agree,Live forever
11/20/2024 10:41:03,2027,"Life Sciences, Physical Sciences (including math, computer science)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Die now
11/20/2024 10:44:02,2028,Life Sciences,Woman,Straight,White,"Yes, varsity athletics",Prefer not to answer,Yes,Prefer not to answer,Ideal romantic partner,No,No,Prefer not to answer,Strongly agree,Live forever
11/20/2024 10:44:02,2028,Life Sciences,Woman,Straight,White,"Yes, varsity athletics",Prefer not to answer,Yes,Prefer not to answer,Dream job,No,No,Prefer not to answer,Strongly agree,Live forever
11/20/2024 10:46:59,2027,"Life Sciences, Social Sciences (including economics, CLPS)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Moderate,Yes,Somewhat agree,Dream job,No,No,Very serious,Strongly agree,Die now
11/20/2024 10:47:11,2028,Life Sciences,Man,Gay,"Black, Hispanic or Latino","No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Somewhat serious,Strongly agree,Die now
11/20/2024 10:48:59,2026,Life Sciences,Woman,Bisexual,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Strongly disagree,Dream job,No,Yes,Not at all serious,Somewhat agree,Live forever
11/20/2024 10:49:16,2028,"Social Sciences (including economics, CLPS)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,Yes,No,Not too serious,Somewhat disagree,Live forever
11/20/2024 10:49:33,2026,Life Sciences,Woman,Lesbian,White,"Yes, varsity athletics",Very liberal,No,Strongly agree,Dream job,No,No,Unsure,Strongly agree,Die now
11/20/2024 10:50:03,2028,"Social Sciences (including economics, CLPS)",Man,Straight,White,"Yes, club athletics",Moderate,Yes,Somewhat agree,Dream job,No,No,Unsure,Somewhat agree,Live forever
11/20/2024 10:50:32,2025,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Yes,Somewhat agree,Dream job,No,No,Somewhat serious,Strongly agree,Live forever
11/20/2024 10:51:04,2028,"Life Sciences, Social Sciences (including economics, CLPS)",Man,Queer,White,"Yes, varsity athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Live forever
11/20/2024 10:51:17,2028,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Woman,Pansexual,Black,"Yes, club athletics",Liberal,No,Somewhat disagree,Dream job,Yes,Unsure,Not at all serious,Somewhat agree,Die now
11/20/2024 10:51:20,2028,Humanities/Arts,Man,Straight,White,"Yes, club athletics",Unsure,No,Strongly agree,Dream job,No,No,Somewhat serious,Somewhat agree,Die now
11/20/2024 10:52:11,2028,Life Sciences,Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Conservative,Yes,Strongly agree,Dream job,Unsure,Yes,Very serious,Somewhat agree,Die now
11/20/2024 10:52:17,2027,"Humanities/Arts, Life Sciences",Woman,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Live forever
11/20/2024 10:52:55,2028,"Humanities/Arts, Life Sciences",Man,Straight,Asian,"Yes, club athletics",Conservative,No,Strongly agree,Ideal romantic partner,No,Yes,Somewhat serious,Strongly agree,Live forever
11/20/2024 10:53:09,2028,"Physical Sciences (including math, computer science)",Woman,Bisexual,White,"No, I do not participate in varsity or club athletics",Liberal,Prefer not to answer,Somewhat disagree,Dream job,No,Yes,Not at all serious,Strongly disagree,Die now
11/20/2024 10:53:21,2028,"Social Sciences (including economics, CLPS)",Woman,Asexual,Asian,"Yes, club athletics",Liberal,No,Somewhat agree,Dream job,No,Yes,Not too serious,Strongly agree,Prefer not to answer
11/20/2024 10:54:32,2028,Life Sciences,Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,Yes,No,Not too serious,Strongly agree,Live forever
11/20/2024 10:55:36,2025,"Social Sciences (including economics, CLPS)",Woman,"Bisexual, Queer","Asian, White","No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,No,No,Not too serious,Somewhat agree,Live forever
11/20/2024 10:56:14,2028,Life Sciences,Non-binary,Prefer not to answer,Prefer not to answer,"No, I do not participate in varsity or club athletics",Moderate,Prefer not to answer,Strongly disagree,Dream job,No,Unsure,Somewhat serious,Somewhat agree,Live forever
11/20/2024 10:56:16,2025,"Social Sciences (including economics, CLPS)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Live forever
11/20/2024 10:58:41,2025,Humanities/Arts,Woman,Lesbian,White,"Yes, club athletics",Very liberal,No,Strongly disagree,Dream job,Yes,Unsure,Not at all serious,Somewhat agree,Live forever
11/20/2024 10:58:44,2028,"Humanities/Arts, Social Sciences (including economics, CLPS)",Woman,Bisexual,"Hispanic or Latino, White","No, I do not participate in varsity or club athletics",Moderate,Yes,Somewhat agree,Dream job,No,No,Somewhat serious,Somewhat agree,Die now
11/20/2024 11:00:25,2027.5,"Physical Sciences (including math, computer science)",Man,Straight,"Asian, Black","Yes, club athletics",Moderate,Yes,Somewhat disagree,Ideal romantic partner,No,No,Not at all serious,Strongly agree,Prefer not to answer
11/20/2024 11:01:08,2028,"Social Sciences (including economics, CLPS)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,Unsure,No,Unsure,Strongly agree,Die now
11/20/2024 11:01:27,2027,Humanities/Arts,Man,Straight,White,"Yes, club athletics",Very liberal,No,Strongly disagree,Dream job,Unsure,No,Not too serious,Strongly disagree,Die now
11/20/2024 11:02:42,2027,"Social Sciences (including economics, CLPS)",Woman,Straight,White,"Yes, varsity athletics",Liberal,Yes,Somewhat agree,Ideal romantic partner,Unsure,Unsure,Not too serious,Somewhat agree,Die now
11/20/2024 11:02:53,2027,"Humanities/Arts, Physical Sciences (including math, computer science)",Man,Gay,Black,"No, I do not participate in varsity or club athletics",Very conservative,Prefer not to answer,Strongly agree,Dream job,No,No,Not too serious,Strongly agree,Live forever
11/20/2024 11:07:21,2028,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Gay,White,"No, I do not participate in varsity or club athletics",Moderate,No,Strongly agree,Ideal romantic partner,No,No,Very serious,Somewhat agree,Live forever
11/20/2024 11:09:28,2028,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat disagree,Ideal romantic partner,Unsure,No,Not too serious,Somewhat agree,Prefer not to answer
11/20/2024 11:12:46,2028,Life Sciences,Man,Gay,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,No,No,Not too serious,Strongly agree,Live forever
11/20/2024 11:13:07,2028,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Woman,Straight,Middle Eastern or North African,"No, I do not participate in varsity or club athletics",Moderate,Yes,Somewhat agree,Dream job,Yes,No,Unsure,Somewhat agree,Die now
11/20/2024 11:13:10,2028,"Physical Sciences (including math, computer science)",Man,Straight,Middle Eastern or North African,"No, I do not participate in varsity or club athletics",Unsure,No,Somewhat agree,Dream job,No,No,Somewhat serious,Strongly agree,Die now
11/20/2024 11:18:13,2025,"Social Sciences (including economics, CLPS)",Man,Gay,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Ideal romantic partner,Yes,Yes,Not at all serious,Strongly agree,Live forever
11/20/2024 11:18:55,2026,"Life Sciences, Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Very conservative,No,Strongly agree,Ideal romantic partner,No,No,Somewhat serious,Somewhat agree,Live forever
11/20/2024 11:19:40,2028,"Physical Sciences (including math, computer science)",Woman,Straight,"Hispanic or Latino, White","Yes, club athletics",Liberal,No,Somewhat disagree,Dream job,Unsure,No,Unsure,Somewhat agree,Live forever
11/20/2024 11:22:45,2027,Humanities/Arts,Man,Straight,White,"Yes, club athletics",Conservative,Yes,Somewhat agree,Ideal romantic partner,No,No,Very serious,Somewhat agree,Live forever
11/20/2024 11:27:14,2027,"Physical Sciences (including math, computer science)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Moderate,Yes,Strongly agree,Dream job,No,No,Somewhat serious,Strongly disagree,Live forever
11/20/2024 11:27:32,2026,"Physical Sciences (including math, computer science)",Man,Straight,"Asian, White","Yes, club athletics",Moderate,No,Somewhat agree,Ideal romantic partner,No,Unsure,Not too serious,Somewhat disagree,Live forever
11/20/2024 11:31:05,2028,"Physical Sciences (including math, computer science)",Woman,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Very serious,Somewhat agree,Die now
11/20/2024 11:31:37,2025,"Social Sciences (including economics, CLPS)",Man,Gay,White,"Yes, club athletics, No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Strongly agree,Live forever
11/20/2024 11:34:26,2025,Life Sciences,Woman,Bisexual,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,Yes,No,Not too serious,Somewhat agree,Die now
11/20/2024 11:34:39,2028,Life Sciences,Man,Straight,White,"No, I do not participate in varsity or club athletics",Moderate,Yes,Strongly agree,Ideal romantic partner,No,No,Somewhat serious,Strongly agree,Die now
11/20/2024 11:34:50,2028,Humanities/Arts,Woman,Straight,White,"Yes, club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Strongly agree,Die now
11/20/2024 11:40:43,2027,Life Sciences,Man,Straight,Black,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Ideal romantic partner,No,No,Somewhat serious,Strongly agree,Die now
11/20/2024 11:41:50,2025,Humanities/Arts,Man,Straight,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat agree,Ideal romantic partner,No,No,Not too serious,Somewhat agree,Die now
11/20/2024 11:43:08,2026,"Humanities/Arts, Life Sciences",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,No,No,Not too serious,Strongly agree,Die now
11/20/2024 11:44:50,2025,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Woman,Queer,Asian,"No, I do not participate in varsity or club athletics",Very liberal,No,Strongly disagree,Dream job,Yes,No,Not at all serious,Strongly agree,Die now
11/20/2024 11:47:48,2025,Life Sciences,Woman,Straight,Prefer not to answer,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat disagree,Dream job,No,No,Not too serious,Somewhat agree,Live forever
11/20/2024 11:48:21,2027,"Humanities/Arts, Life Sciences",Woman,"Straight, Questioning",White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,No,Prefer not to answer,Somewhat serious,Somewhat agree,Live forever
11/20/2024 11:49:31,2028,"Life Sciences, Social Sciences (including economics, CLPS)",Woman,Straight,"Asian, White","No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat disagree,Dream job,No,No,Unsure,Strongly agree,Live forever
11/20/2024 11:50:29,2027,"Social Sciences (including economics, CLPS)",Man,Straight,Middle Eastern or North African,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Prefer not to answer,Yes,No,Not at all serious,Strongly agree,Live forever
11/20/2024 11:53:29,2027,"Social Sciences (including economics, CLPS)",Man,Queer,"Asian, Black","No, I do not participate in varsity or club athletics",Liberal,No,Strongly disagree,Dream job,Yes,No,Not too serious,Somewhat agree,Prefer not to answer
11/20/2024 11:55:05,2028,Humanities/Arts,Woman,Gay,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Strongly agree,Ideal romantic partner,Yes,No,Not too serious,Strongly agree,Die now
11/20/2024 11:55:05,2027,"Social Sciences (including economics, CLPS)",Man,Other LGBTQ+,White,"Yes, club athletics",Very liberal,No,Somewhat disagree,Ideal romantic partner,No,Unsure,Not too serious,Somewhat agree,Die now
11/20/2024 11:55:28,2027,Life Sciences,Woman,Bisexual,White,"Yes, varsity athletics",Liberal,Prefer not to answer,Somewhat agree,Dream job,No,No,Somewhat serious,Somewhat agree,Live forever
11/20/2024 11:55:38,2025,"Physical Sciences (including math, computer science)",Man,Straight,White,"Yes, club athletics",Very liberal,Yes,Somewhat agree,Ideal romantic partner,No,No,Not too serious,Somewhat agree,Live forever
11/20/2024 11:55:45,2028,Humanities/Arts,Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Somewhat serious,Somewhat agree,Die now
11/20/2024 11:57:26,2025,Humanities/Arts,Woman,"Straight, Questioning",Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,Yes,Yes,Unsure,Strongly agree,Prefer not to answer
11/20/2024 12:02:13,2028,"Life Sciences, Physical Sciences (including math, computer science)",Man,Gay,White,"No, I do not participate in varsity or club athletics",Very liberal,Yes,Somewhat disagree,Dream job,Yes,No,Not at all serious,Strongly agree,Live forever
11/20/2024 12:02:16,2028,Prefer not to answer,Woman,Lesbian,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Prefer not to answer,No,Yes,Somewhat serious,Strongly agree,Live forever
11/20/2024 12:06:46,2025,"Physical Sciences (including math, computer science)",Woman,Straight,White,"No, I do not participate in varsity or club athletics",Prefer not to answer,No,Somewhat agree,Dream job,No,Unsure,Somewhat serious,Somewhat agree,Live forever
11/20/2024 12:06:52,2027,"Physical Sciences (including math, computer science)",Woman,Straight,"Middle Eastern or North African, White","No, I do not participate in varsity or club athletics",Unsure,No,Somewhat agree,Dream job,No,Unsure,Somewhat serious,Somewhat agree,Prefer not to answer
11/20/2024 12:10:52,2026,"Social Sciences (including economics, CLPS)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,No,No,Not at all serious,Strongly agree,Die now
11/20/2024 12:10:56,2026,Humanities/Arts,Man,Bisexual,White,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly agree,Dream job,No,No,Not too serious,Strongly agree,Live forever
11/20/2024 12:11:37,2028,Humanities/Arts,Woman,Bisexual,White,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly agree,Dream job,No,Yes,Somewhat serious,Strongly agree,Live forever
11/20/2024 12:12:31,2027,"Physical Sciences (including math, computer science)",Man,Gay,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,No,No,Not too serious,Unsure,Live forever
11/20/2024 12:13:09,2027,"Humanities/Arts, Physical Sciences (including math, computer science)",Man,Straight,Asian,"Yes, club athletics",Moderate,Yes,Somewhat agree,Dream job,Unsure,Unsure,Unsure,Somewhat agree,Live forever
11/20/2024 12:13:57,2027,"Social Sciences (including economics, CLPS)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Prefer not to answer
11/20/2024 12:16:25,2027,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Strongly disagree,Die now
11/20/2024 12:16:55,2027,Life Sciences,Man,Gay,"Middle Eastern or North African, White","No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,Yes,Yes,Not at all serious,Somewhat agree,Live forever
11/20/2024 12:17:26,2028,"Social Sciences (including economics, CLPS)",Woman,Straight,"Asian, White","No, I do not participate in varsity or club athletics",Moderate,No,Strongly agree,Ideal romantic partner,No,No,Not at all serious,Somewhat agree,Live forever
11/20/2024 12:18:32,2025,Life Sciences,Woman,Straight,"Asian, Black, White","No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,Yes,No,Not too serious,Strongly agree,Prefer not to answer
11/20/2024 12:18:57,2027,Life Sciences,Woman,Bisexual,"Asian, White","No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,Yes,No,Somewhat serious,Somewhat agree,Live forever
11/20/2024 12:20:38,2025,"Life Sciences, Social Sciences (including economics, CLPS)",Woman,Straight,"Asian, White","Yes, club athletics",Moderate,No,Somewhat agree,Dream job,No,No,Very serious,Somewhat agree,Live forever
11/20/2024 12:36:58,2026,"Physical Sciences (including math, computer science)",Woman,"Straight, Questioning",White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Ideal romantic partner,Unsure,Yes,Not too serious,Somewhat agree,Die now
11/20/2024 12:38:28,2028,"Life Sciences, Physical Sciences (including math, computer science)",Woman,Prefer not to answer,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,Unsure,No,Somewhat serious,Somewhat agree,Die now
11/20/2024 12:39:12,2027,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Bisexual,"Asian, Native Hawaiian or Pacific Islander, White","No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Dream job,No,No,Somewhat serious,Strongly agree,Live forever
11/20/2024 12:40:09,2028,Humanities/Arts,Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly disagree,Dream job,No,No,Somewhat serious,Somewhat agree,Prefer not to answer
11/20/2024 12:40:14,2028,"Social Sciences (including economics, CLPS)",Man,Straight,Asian,"Yes, club athletics",Conservative,No,Strongly agree,Dream job,No,No,Unsure,Strongly agree,Live forever
11/20/2024 12:41:08,2026,"Physical Sciences (including math, computer science)",Man,Straight,Black,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Strongly agree,Live forever
11/20/2024 12:42:37,2026,"Physical Sciences (including math, computer science)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,Yes,Yes,Not too serious,Somewhat agree,Live forever
11/20/2024 12:43:46,2027,"Humanities/Arts, Physical Sciences (including math, computer science)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Dream job,No,Yes,Unsure,Somewhat agree,Die now
11/20/2024 12:44:07,2027,"Physical Sciences (including math, computer science)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Conservative,No,Somewhat agree,Ideal romantic partner,No,No,Not too serious,Somewhat agree,Live forever
11/20/2024 12:44:12,2027,"Physical Sciences (including math, computer science)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Prefer not to answer
